ID,Activity_Count,Suspicious_Activity,Last_Activity_Timestamp,Browser,Number_of_Downloads,Email_Sent
1725,60,False,2018-05-05 22:35:46,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_0; rv:1.9.6.20) Gecko/7859-03-25 23:38:31 Firefox/3.8,3,5
1726,70,False,2012-07-16 23:38:35,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/5689-03-21 20:49:13 Firefox/3.6.12,3,4
1727,56,True,2010-06-16 12:55:26,Mozilla/5.0 (Windows 98; so-KE; rv:1.9.1.20) Gecko/6697-09-05 21:26:24 Firefox/3.6.19,7,1
1728,1,True,2013-01-16 01:21:36,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.0),4,4
1729,47,True,2010-12-29 08:59:14,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_8) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/22.0.865.0 Safari/534.1",0,1
1730,68,True,2019-03-17 05:41:10,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; nso-ZA) AppleWebKit/535.48.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.48.6",0,2
1731,76,False,2015-01-29 05:54:14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/46.0.802.0 Safari/532.0",3,3
1732,87,False,2023-04-07 02:07:20,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.19.5 (KHTML, like Gecko) Version/4.0 Safari/533.19.5",6,3
1733,70,False,2020-03-01 21:32:28,Opera/8.39.(X11; Linux x86_64; ga-IE) Presto/2.9.163 Version/11.00,1,3
1734,54,False,2013-09-04 00:44:03,Opera/9.64.(X11; Linux x86_64; om-KE) Presto/2.9.176 Version/12.00,3,5
1735,38,False,2019-04-06 05:37:48,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.0),8,4
1736,98,True,2017-01-17 18:10:06,Opera/9.18.(X11; Linux i686; sr-ME) Presto/2.9.189 Version/10.00,0,1
1737,100,True,2020-12-14 11:02:57,Opera/8.53.(Windows NT 6.0; cv-RU) Presto/2.9.162 Version/12.00,9,4
1738,58,False,2013-07-27 03:34:46,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_5 rv:5.0; xh-ZA) AppleWebKit/531.19.5 (KHTML, like Gecko) Version/4.0 Safari/531.19.5",5,2
1739,100,True,2022-12-12 01:56:21,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8 rv:2.0; wo-SN) AppleWebKit/535.21.2 (KHTML, like Gecko) Version/5.0 Safari/535.21.2",6,3
1740,38,True,2012-10-17 11:18:16,Mozilla/5.0 (Android 2.3.4; Mobile; rv:62.0) Gecko/62.0 Firefox/62.0,3,5
1741,49,True,2019-01-03 11:33:22,Opera/9.98.(Windows NT 4.0; af-ZA) Presto/2.9.171 Version/11.00,8,5
1742,73,True,2010-03-07 11:24:12,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),7,4
1743,44,False,2023-10-06 02:01:48,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/35.0.845.0 Safari/536.2",6,4
1744,78,False,2017-08-14 20:33:36,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/23.0.893.0 Safari/536.2",9,5
1745,69,False,2012-12-15 08:03:22,Opera/8.96.(Windows 95; km-KH) Presto/2.9.162 Version/10.00,4,1
1746,70,True,2014-11-12 04:21:44,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; an-ES) AppleWebKit/533.12.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6533.12.2",5,4
1747,59,True,2019-06-14 11:57:01,Opera/9.58.(X11; Linux x86_64; nds-DE) Presto/2.9.161 Version/12.00,8,3
1748,1,False,2021-05-02 16:05:20,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.1),5,0
1749,95,False,2021-11-23 21:48:40,Opera/9.28.(Windows CE; szl-PL) Presto/2.9.161 Version/11.00,1,3
1750,73,False,2019-09-16 06:21:15,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.7.2 (KHTML, like Gecko) Version/5.0.5 Safari/532.7.2",7,0
1751,65,True,2021-06-24 01:21:45,Opera/9.97.(X11; Linux x86_64; xh-ZA) Presto/2.9.189 Version/12.00,8,0
1752,39,True,2023-04-30 20:07:33,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/13.0.852.0 Mobile/38Y504 Safari/534.1",4,0
1753,20,True,2011-02-11 01:56:11,Opera/8.59.(Windows NT 6.1; nan-TW) Presto/2.9.169 Version/11.00,1,4
1754,48,True,2017-09-05 01:29:20,Opera/8.51.(X11; Linux x86_64; lb-LU) Presto/2.9.164 Version/10.00,3,2
1755,39,True,2016-04-28 23:38:32,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; lt-LT) AppleWebKit/532.37.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.37.1",5,1
1756,80,True,2020-04-09 20:41:57,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.29.4 (KHTML, like Gecko) Version/4.0.1 Safari/535.29.4",8,5
1757,13,False,2011-10-27 11:30:50,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8 rv:3.0; crh-UA) AppleWebKit/531.19.5 (KHTML, like Gecko) Version/4.0.1 Safari/531.19.5",9,3
1758,14,False,2010-07-05 08:13:14,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sr-RS) AppleWebKit/531.16.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.16.1",0,3
1759,93,False,2011-04-04 09:12:18,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.12.7 (KHTML, like Gecko) Version/4.0.3 Safari/532.12.7",2,4
1760,87,False,2010-01-02 01:25:55,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.2.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.2.4",7,1
1761,21,False,2010-07-10 22:53:14,Mozilla/5.0 (Windows NT 5.1; tn-ZA; rv:1.9.1.20) Gecko/4922-11-08 01:17:44 Firefox/3.6.4,1,4
1762,69,False,2014-04-04 05:26:24,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; crh-UA) AppleWebKit/535.32.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6535.32.2",7,3
1763,63,True,2013-08-26 22:34:41,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.2.2 (KHTML, like Gecko) Version/4.1 Safari/531.2.2",9,5
1764,18,True,2012-01-25 13:21:05,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/38.0.855.0 Safari/531.1",8,1
1765,4,False,2017-12-05 10:35:26,Mozilla/5.0 (Android 3.2.2; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,2,4
1766,10,False,2017-03-06 00:11:16,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.0),1,4
1767,97,False,2012-02-26 19:09:34,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; lb-LU) AppleWebKit/532.30.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.30.4",7,4
1768,37,False,2018-09-21 23:48:47,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.42.1 (KHTML, like Gecko) Version/5.0.5 Safari/534.42.1",3,1
1769,27,True,2016-12-26 01:45:16,Opera/8.18.(Windows NT 5.01; tn-ZA) Presto/2.9.163 Version/10.00,5,0
1770,89,True,2019-08-10 00:50:01,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; wal-ET) AppleWebKit/533.7.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6533.7.2",1,1
1771,55,True,2023-10-04 14:47:37,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_0 rv:2.0; nds-DE) AppleWebKit/531.17.3 (KHTML, like Gecko) Version/4.0 Safari/531.17.3",5,1
1772,45,False,2021-02-05 07:11:52,"Mozilla/5.0 (Linux; Android 6.0.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/32.0.811.0 Safari/532.1",6,4
1773,85,False,2012-07-08 07:58:55,"Mozilla/5.0 (Windows 95) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/39.0.801.0 Safari/532.1",0,0
1774,90,True,2013-05-29 22:43:25,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.43.6 (KHTML, like Gecko) Version/4.0.1 Safari/535.43.6",5,5
1775,74,True,2022-04-08 06:48:33,Opera/8.95.(Windows NT 10.0; tl-PH) Presto/2.9.179 Version/10.00,5,0
1776,91,False,2013-12-23 11:13:20,Opera/8.55.(Windows NT 4.0; nan-TW) Presto/2.9.185 Version/11.00,7,3
1777,54,True,2011-05-31 01:39:56,Opera/9.38.(Windows NT 5.01; dv-MV) Presto/2.9.182 Version/10.00,8,5
1778,35,True,2013-11-14 00:52:15,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.1),4,0
1779,48,True,2017-11-25 02:17:18,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_7 rv:4.0; szl-PL) AppleWebKit/534.48.3 (KHTML, like Gecko) Version/5.1 Safari/534.48.3",10,4
1780,15,True,2015-05-23 10:02:40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_7; rv:1.9.6.20) Gecko/5166-06-01 00:59:48 Firefox/3.6.1,8,5
1781,14,False,2022-04-05 00:12:13,Opera/8.62.(Windows NT 10.0; mg-MG) Presto/2.9.184 Version/12.00,6,5
1782,18,False,2019-03-15 09:46:25,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.1),7,0
1783,22,True,2013-09-11 17:27:35,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.1),6,2
1784,54,True,2012-04-07 16:26:29,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sat-IN) AppleWebKit/534.37.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6534.37.6",6,0
1785,97,True,2018-09-01 14:40:47,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.0),0,3
1786,1,True,2019-05-29 15:48:41,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.0),7,5
1787,79,True,2018-05-05 17:13:55,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/62.0.804.0 Mobile/21S248 Safari/532.0",3,1
1788,76,False,2020-07-08 12:25:14,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/58.0.887.0 Safari/532.0",1,2
1789,72,True,2020-04-17 12:45:12,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/532.2.3 (KHTML, like Gecko) Version/4.1 Safari/532.2.3",7,5
1790,3,True,2020-02-29 09:54:43,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.27.5 (KHTML, like Gecko) Version/5.1 Safari/534.27.5",8,5
1791,77,True,2011-08-15 09:39:50,Opera/8.67.(X11; Linux i686; bg-BG) Presto/2.9.169 Version/11.00,0,0
1792,100,False,2020-07-04 05:43:33,Opera/8.41.(X11; Linux i686; lt-LT) Presto/2.9.175 Version/10.00,0,4
1793,92,False,2021-03-08 14:28:40,Opera/9.82.(Windows NT 10.0; ta-LK) Presto/2.9.170 Version/10.00,3,2
1794,65,False,2018-07-16 16:59:35,Mozilla/5.0 (Windows CE; ga-IE; rv:1.9.2.20) Gecko/5375-06-05 19:12:51 Firefox/3.6.16,6,2
1795,7,True,2014-08-15 21:05:46,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_4; rv:1.9.5.20) Gecko/2392-11-23 10:22:17 Firefox/3.8,5,2
1796,98,True,2014-02-18 15:08:09,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_7) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/41.0.878.0 Safari/533.2",7,0
1797,37,True,2019-03-13 02:48:55,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/39.0.806.0 Safari/536.2",9,5
1798,34,True,2017-06-29 10:26:08,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_4; rv:1.9.3.20) Gecko/6826-03-29 17:08:41 Firefox/3.6.2,10,3
1799,80,False,2018-04-26 15:38:51,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/45.0.884.0 Mobile/49C701 Safari/534.2",10,2
1800,80,False,2022-06-29 02:10:02,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4130-11-30 18:31:33 Firefox/3.8,8,3
1801,42,True,2020-08-11 01:20:31,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/532.41.1 (KHTML, like Gecko) Version/5.0 Safari/532.41.1",3,1
1802,20,True,2014-01-12 19:49:17,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/34.0.832.0 Safari/536.2",1,3
1803,93,False,2022-03-23 12:14:16,Opera/8.65.(Windows CE; lv-LV) Presto/2.9.181 Version/12.00,6,2
1804,65,False,2011-02-20 03:25:16,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/7462-06-18 22:27:15 Firefox/3.8,0,2
1805,79,True,2021-04-27 03:17:33,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/533.42.2 (KHTML, like Gecko) Version/5.0 Safari/533.42.2",0,2
1806,72,False,2023-02-12 17:00:44,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0),3,4
1807,39,False,2013-11-09 08:24:33,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; mt-MT) AppleWebKit/532.12.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.12.3",7,2
1808,31,True,2014-05-03 16:20:08,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/4.1),0,3
1809,19,True,2023-05-28 12:06:03,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6006-07-17 05:34:39 Firefox/3.8,2,4
1810,4,True,2018-06-28 06:38:07,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2354-12-16 02:56:26 Firefox/3.6.13,3,1
1811,95,False,2021-06-02 23:37:51,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/37.0.843.0 Mobile/20P504 Safari/536.0",6,5
1812,8,True,2021-06-21 00:32:07,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/33.0.890.0 Mobile/91C036 Safari/533.1",7,1
1813,77,True,2020-12-28 00:43:03,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8754-10-02 10:46:28 Firefox/11.0,2,1
1814,22,False,2022-04-24 01:35:44,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.1),5,1
1815,44,True,2014-02-27 11:30:12,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_7) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/25.0.858.0 Safari/536.2",3,5
1816,29,True,2018-08-01 21:38:40,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_4) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/23.0.829.0 Safari/535.0",10,1
1817,83,False,2023-08-22 23:27:29,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/16.0.846.0 Mobile/96Z443 Safari/532.1",5,0
1818,10,True,2019-08-13 22:04:27,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/12.1b9954.0 Mobile/11F507 Safari/533.2",6,5
1819,56,False,2014-10-14 21:47:59,Opera/9.24.(X11; Linux x86_64; pap-CW) Presto/2.9.171 Version/10.00,4,5
1820,31,True,2013-10-28 11:39:58,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.0),2,1
1821,68,True,2018-09-10 17:40:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8 rv:4.0; lb-LU) AppleWebKit/533.47.4 (KHTML, like Gecko) Version/5.0.4 Safari/533.47.4",0,5
1822,57,True,2014-08-15 17:00:09,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_5 rv:5.0; bs-BA) AppleWebKit/534.50.6 (KHTML, like Gecko) Version/4.0 Safari/534.50.6",3,5
1823,4,False,2023-01-25 01:36:55,"Mozilla/5.0 (Windows CE) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/25.0.838.0 Safari/534.2",5,0
1824,52,True,2014-05-26 13:31:59,Mozilla/5.0 (Windows NT 4.0; sd-PK; rv:1.9.0.20) Gecko/5441-04-11 20:00:28 Firefox/6.0,9,2
1825,33,True,2019-10-04 19:36:27,Opera/9.47.(X11; Linux x86_64; ast-ES) Presto/2.9.162 Version/11.00,5,4
1826,1,False,2012-05-14 14:42:41,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.0),2,2
1827,76,True,2022-01-22 13:53:30,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/33.0.842.0 Safari/533.1",4,0
1828,6,True,2011-03-09 19:10:05,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/17.2b7631.0 Mobile/55L703 Safari/535.0",6,3
1829,61,False,2010-05-01 21:57:49,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/15.2w1488.0 Mobile/94U798 Safari/532.0",9,4
1830,56,False,2016-04-06 06:32:31,Opera/9.80.(X11; Linux x86_64; tg-TJ) Presto/2.9.189 Version/11.00,1,5
1831,96,True,2015-05-19 06:06:58,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.10.7 (KHTML, like Gecko) Version/4.0 Safari/531.10.7",10,5
1832,3,True,2012-04-18 15:01:58,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9 rv:6.0; bg-BG) AppleWebKit/535.33.1 (KHTML, like Gecko) Version/4.0.1 Safari/535.33.1",10,0
1833,7,False,2010-01-28 18:23:23,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.47.5 (KHTML, like Gecko) Version/5.0 Safari/532.47.5",0,5
1834,99,False,2015-10-18 16:55:05,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/10.6n0019.0 Mobile/24C554 Safari/533.0",6,3
1835,5,True,2016-12-24 17:25:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0 rv:3.0; br-FR) AppleWebKit/535.43.7 (KHTML, like Gecko) Version/4.0.2 Safari/535.43.7",9,0
1836,8,False,2014-10-16 07:56:47,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1),8,0
1837,52,False,2019-10-01 02:43:35,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3; rv:1.9.3.20) Gecko/7789-01-18 05:46:45 Firefox/13.0,1,4
1838,44,False,2017-11-19 02:06:22,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.0),10,0
1839,78,True,2017-07-10 02:49:18,Opera/9.80.(Windows NT 5.2; da-DK) Presto/2.9.169 Version/11.00,8,0
1840,78,False,2010-12-08 16:14:26,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_4; rv:1.9.4.20) Gecko/6094-05-30 16:56:22 Firefox/3.8,7,3
1841,97,False,2021-12-07 12:06:47,Opera/9.83.(X11; Linux i686; os-RU) Presto/2.9.162 Version/11.00,7,3
1842,33,True,2012-03-02 12:38:38,Opera/9.59.(Windows 98; Win 9x 4.90; crh-UA) Presto/2.9.190 Version/10.00,10,5
1843,88,True,2019-05-11 00:35:25,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; gd-GB) AppleWebKit/533.43.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.43.2",1,2
1844,45,False,2016-11-24 09:54:41,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/60.0.843.0 Mobile/89A752 Safari/531.1",1,4
1845,57,False,2012-10-06 16:15:51,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/17.4b9383.0 Mobile/73M140 Safari/533.0",7,3
1846,11,False,2010-09-17 16:05:44,Opera/8.83.(Windows CE; nb-NO) Presto/2.9.178 Version/12.00,1,3
1847,61,True,2022-08-21 17:59:44,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_6) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/61.0.806.0 Safari/536.0",0,3
1848,81,False,2013-06-18 01:43:38,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.0),7,3
1849,86,False,2015-07-25 08:46:26,Opera/8.11.(X11; Linux i686; iw-IL) Presto/2.9.164 Version/12.00,7,2
1850,57,True,2016-04-28 16:26:00,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.40.5 (KHTML, like Gecko) Version/5.1 Safari/533.40.5",5,2
1851,9,False,2023-10-11 04:25:06,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/16.0.822.0 Safari/532.2",8,1
1852,70,False,2022-10-25 11:18:49,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/10.6i8766.0 Mobile/85Z015 Safari/532.2",6,1
1853,31,False,2016-02-16 12:23:55,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/10.5c9104.0 Mobile/35O911 Safari/532.0",3,0
1854,24,False,2019-05-24 04:15:32,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.1),7,4
1855,25,False,2020-07-06 22:47:12,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.1),2,4
1856,73,False,2021-10-10 10:50:18,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/48.0.810.0 Safari/532.0",1,3
1857,29,False,2014-10-11 08:30:49,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/4.1),3,1
1858,47,False,2014-11-13 14:50:16,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.19.6 (KHTML, like Gecko) Version/5.1 Safari/532.19.6",8,5
1859,93,False,2020-09-11 21:03:53,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/18.0.883.0 Safari/532.2",9,4
1860,58,False,2010-02-01 08:40:30,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.41.5 (KHTML, like Gecko) Version/4.0.5 Safari/532.41.5",3,5
1861,80,False,2019-07-18 00:52:04,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_9; rv:1.9.4.20) Gecko/3498-06-03 11:22:56 Firefox/13.0,4,3
1862,36,True,2023-04-11 11:22:10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/33.0.898.0 Safari/535.2",3,3
1863,49,False,2020-09-24 09:01:46,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_0; rv:1.9.5.20) Gecko/8188-08-13 06:06:25 Firefox/3.8,1,3
1864,80,False,2019-12-06 20:49:21,Opera/8.21.(X11; Linux x86_64; hu-HU) Presto/2.9.177 Version/10.00,4,1
1865,56,True,2011-11-09 07:08:03,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_8; rv:1.9.3.20) Gecko/3106-10-15 23:27:00 Firefox/3.8,4,5
1866,11,True,2011-03-21 19:47:55,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/48.0.893.0 Safari/535.0",5,1
1867,19,True,2012-03-11 17:17:40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0),0,4
1868,67,False,2010-08-13 10:07:30,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/28.0.882.0 Mobile/49X580 Safari/535.0",3,5
1869,5,False,2018-06-12 20:27:08,Opera/9.84.(Windows CE; pt-BR) Presto/2.9.179 Version/10.00,8,2
1870,35,False,2018-08-17 14:05:57,"Mozilla/5.0 (Linux; Android 6.0.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/61.0.870.0 Safari/535.1",1,1
1871,96,False,2023-07-13 01:01:47,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_0 rv:4.0; fo-FO) AppleWebKit/531.18.3 (KHTML, like Gecko) Version/5.1 Safari/531.18.3",2,5
1872,48,False,2017-03-19 07:31:05,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8; rv:1.9.4.20) Gecko/7520-04-24 02:26:20 Firefox/3.6.18,10,3
1873,26,True,2020-04-14 03:35:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_9 rv:3.0; ckb-IQ) AppleWebKit/532.5.5 (KHTML, like Gecko) Version/5.0 Safari/532.5.5",5,5
1874,48,True,2017-05-20 08:33:08,Mozilla/5.0 (Windows NT 10.0; ar-SD; rv:1.9.0.20) Gecko/4692-11-07 06:48:38 Firefox/3.8,5,5
1875,34,False,2015-04-16 23:58:18,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_0 rv:4.0; cy-GB) AppleWebKit/532.42.1 (KHTML, like Gecko) Version/4.0 Safari/532.42.1",10,5
1876,38,False,2013-02-13 01:10:26,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_0; rv:1.9.6.20) Gecko/9607-12-03 04:07:29 Firefox/12.0,6,1
1877,65,True,2013-06-11 08:43:53,Opera/8.61.(X11; Linux i686; wal-ET) Presto/2.9.172 Version/12.00,5,2
1878,10,True,2013-02-27 18:49:38,Opera/9.68.(X11; Linux i686; uz-UZ) Presto/2.9.182 Version/11.00,3,2
1879,82,True,2013-01-19 08:07:18,Opera/9.99.(X11; Linux i686; os-RU) Presto/2.9.188 Version/11.00,2,0
