Linked_ID,Threat_Type,Connection_Status,Severity_Level,Flagged,Payload_Data,Device_Type,Application,Notes,External_Internal_Flag,Service_Name,File_Hash,Linked_Events_ID,Data_Exfiltration_Flag,Asset_Classification,Session_ID,TTL_Value,User_Behavior_Score,Incident_Category,Cloud_Service_Info,IoC_Flag
544,Exploit,Allowed,Medium,FALSE,,Router,Unknown,,External,SSH,4599c337386282c71cd40893824ef4bb3df2cf1c,2d84e338-b03c-4117-9154-8e32f53d1612,FALSE,Important,2f55b743-be34-46d4-888c-e807cc9a1f58,53,0.14405960065203438,Initial Access,,TRUE
545,Phishing,Blocked,Critical,FALSE,,Mobile Device,Database,,External,HTTPS,5c6dee37f7476c6d03ed83fcea247afaa22e903d,db376e36-c540-4f25-8229-171f7d1c53bd,FALSE,Critical,af52350c-f3ad-4b5a-a252-a667630265ba,32,0.052423484,Persistence,,FALSE
546,Exploit,Blocked,Low,TRUE,,Router,Web Browser,,External,FTP,4ae463411bcf7d158b8c455a0efd95c1ec06eb29,06029786-e758-46e1-9ff9-0e5aaa8807c5,TRUE,Critical,e75c1ef4-4f92-487f-88cf-98b6fbd4f52d,27,0.5227805835260579,Execution,Azure,TRUE
547,Exploit,Blocked,Medium,FALSE,,Mobile Device,Web Browser,,Internal,SSH,961d559f52f798be70d0b46cd7a6768349b375af,25cf65b0-689e-4ad7-b5ba-b3f2b8b5da23,TRUE,Critical,05c08e7e-611e-4fdf-b11e-46c0a917acf1,15,0.64475858,Initial Access,GCP,TRUE
548,Malware,Allowed,Critical,TRUE,,Unknown,Unknown,,Internal,FTP,55c07ddf8826e88434f827cec2341fafa333b70f,30514148-4928-4aec-b2d1-a34177653fe2,TRUE,Critical,25f87369-e140-41cf-b041-84623e97224b,52,0.5896686616242348,Execution,Azure,TRUE
549,Insider Threat,Allowed,High,FALSE,,IoT Device,Mail,,External,HTTP,4f68e1f973acc76471f78caa366efe5b7f882dd9,4df68c0e-f0ca-4de6-9b52-fa3cea2efef9,TRUE,Non-Critical,adb81ddb-e339-4f27-83cc-9ae4ce125f18,66,0.3344857409281464,Persistence,AWS,FALSE
550,Ransomware,Blocked,Medium,TRUE,,IoT Device,Unknown,,Internal,SSH,dcd9900becb23ac82aad879febb9df8b2c3c8fc4,f5b19fe0-244b-4c89-9f66-9e7da76885e6,TRUE,Non-Critical,f5cb582b-30ad-4234-bb26-41fc410aa72b,78,0.36093832152917804,Initial Access,AWS,TRUE
551,Ransomware,Allowed,Medium,FALSE,,Router,Database,,Internal,SSH,132f30891968ff57b31a53204836e7bf7d99fab1,3b78f4c5-b32d-43aa-9847-9440c6a661e1,TRUE,Critical,6b2d3472-1cd5-4922-923b-0e09d6b8a4f7,28,0.8844123557230139,Initial Access,,TRUE
552,Insider Threat,Allowed,Low,FALSE,,Router,Unknown,,External,SSH,827631d79a7d23562d2f8f80b98155a1b683320b,2d44446d-ff42-4fa7-a5e8-118339bd6b47,FALSE,Critical,15c82ed7-1465-40c1-baa9-8aef6761b69d,31,0.3020501147347545,Persistence,Azure,FALSE
553,None,Allowed,High,TRUE,,Unknown,Database,,Internal,HTTP,f8bbdbd79fa65148721dc096f2e1582da9bddf73,ed8d54cf-66d0-42ea-85c7-7de5fd08326e,TRUE,Non-Critical,c9c7c650-03b9-4933-85f2-25a249109a06,40,0.21547557462124345,Privilege Escalation,,FALSE
554,DDoS,Allowed,Low,FALSE,,Mobile Device,FTP,,Internal,SSH,50cdd01cd5108c02c69328d036b5c8119049bf48,8fd60f09-6374-463f-b359-a86554262844,TRUE,Non-Critical,64482dd1-54be-4c46-b653-9465c9a545c6,12,0.8735208851338324,Privilege Escalation,AWS,FALSE
555,Insider Threat,Allowed,Critical,TRUE,,IoT Device,Mail,,Internal,SSH,d652594390c13c0e0e9a123e65913ddd0ba1f0f9,d8f75e02-b65f-4df2-9fe7-a8ca6031c820,FALSE,Important,93450273-4e64-47df-b335-1a18f34eb6e6,75,0.14763318608870712,Privilege Escalation,AWS,FALSE
556,Exploit,Allowed,Medium,TRUE,,Mobile Device,Unknown,,Internal,HTTP,fa8344dd2be560b67449b3f08555643bf27fa144,0c51bdf9-2aa8-411b-b39f-d7c7eb90e06c,TRUE,Important,4d96fd8f-dbef-4ee1-8b57-74dc06c8809c,29,0.9905039332910153,Initial Access,Azure,TRUE
557,Exploit,Allowed,Medium,FALSE,,Unknown,Mail,,External,FTP,bbcad8d44a58fcc1748a8c3096d8946bdfb245e8,3baecd84-c279-466e-a61e-c6df06f1f013,TRUE,Non-Critical,44d335df-b461-497f-aae7-0f452ab5de4f,117,0.1557011815484559,Execution,Azure,TRUE
558,Malware,Allowed,Low,TRUE,,Mobile Device,Unknown,,External,SSH,be3fd931b072c0f8cedaefcd3b64c7ee8d85b5dd,d29e4065-8bb7-4d53-9dac-573c9d156fd5,TRUE,Important,7a2ec89f-c501-4e9a-b307-1c0507359bf0,116,0.9510126569789121,Privilege Escalation,AWS,FALSE
559,Malware,Allowed,High,FALSE,,Server,SSH,,Internal,HTTP,eabc005ef2321ab0d2f9f351c586b49cac9bc481,45743fe7-b576-46bc-8fe3-b7a2da664689,FALSE,Non-Critical,58a6926a-aecc-41ff-b655-9bd3dc88fdec,26,0.42270166939937426,Persistence,,FALSE
560,DDoS,Allowed,Low,FALSE,,Desktop,Database,,Internal,FTP,5b119b36000dc4eb70c383dcd66fea8eabbbfd53,8e920e89-a004-455d-9d76-bccf784d5a31,TRUE,Non-Critical,5bfd8631-2a72-425d-97d4-2252ceb347bf,106,0.094953761,Execution,AWS,TRUE
561,DDoS,Allowed,High,TRUE,,Server,SSH,,Internal,SSH,0490aa19522b246d3820b5fff5f8a1fe231dc4b4,6be4a0e7-7913-4fce-ad7f-7e39ddee36c3,FALSE,Critical,0bc148db-edd9-462d-ac24-eb38f7ee267e,40,0.96856477,Initial Access,Azure,TRUE
562,Malware,Blocked,Medium,TRUE,,Unknown,Database,,External,HTTP,a3cd036f03b733f70900fe0ecb3bbef02952d579,c8a7d5b6-3748-430e-b2fd-3a41048671f5,FALSE,Important,a08e343b-ce11-413e-ab25-a2ee697daa05,94,0.7943373523572176,Privilege Escalation,AWS,TRUE
563,Insider Threat,Allowed,Critical,FALSE,,IoT Device,FTP,,External,SSH,d8ad377289ee692505562e8eb21b299d4eb81ec1,888ebb10-9fd2-4d3a-9cae-8a2086119410,TRUE,Critical,cb77b833-26df-4283-a8f2-118c156b0d0e,42,0.086377528,Execution,AWS,TRUE
564,Phishing,Blocked,Critical,TRUE,,Desktop,Web Browser,,External,SSH,65133aa289bf0fb81db4b926a196b01a6ceb8ae5,b22495da-55af-479e-a106-36a65df1bfcc,TRUE,Non-Critical,04385454-25d3-426e-8f56-305831b4c943,69,0.5855728501865215,Initial Access,,FALSE
565,Insider Threat,Blocked,Medium,TRUE,,Router,Database,,External,HTTPS,9c0556dabce02de528f61475c16f73bf58cb9d79,ee333812-06c4-4d1d-ba02-3beaf14989b0,TRUE,Critical,76c07dcc-2c95-4f42-a662-bcb0e83f9c8a,106,0.8397709475876651,Persistence,AWS,TRUE
566,Ransomware,Allowed,Medium,TRUE,,IoT Device,Database,,Internal,FTP,27069da31c6b6c2e157ffe94a6e61cd3f386c052,6098fb22-df18-4071-92df-8041b04210b8,FALSE,Critical,dc0657f6-c6b5-46ea-b2d9-ed52d0606447,111,0.599821784,Privilege Escalation,GCP,TRUE
567,None,Allowed,Critical,FALSE,,Unknown,Database,,External,HTTP,8a3a19519fc93d08fcb939b5c28f7c2b41615ea2,06c29bc8-cc1e-477a-acf3-fe4ef2ebfc53,FALSE,Important,8b29b6ec-01e2-41d4-ac36-d29168c16fdf,24,0.6914240754371548,Persistence,AWS,TRUE
568,None,Allowed,Critical,FALSE,,Desktop,Database,,Internal,HTTP,4eacfd35839b240fa209c605142387b8eba393c1,de29eb3b-61af-4742-a5f3-3275cfd0e19e,TRUE,Non-Critical,84b43958-3b6c-41f7-83ca-924fa25d8c37,36,0.8022444231056349,Persistence,GCP,TRUE
569,Exploit,Allowed,Medium,FALSE,,Desktop,FTP,,Internal,HTTP,78ef1343e0e1757ee8b071caf307dc0695932a38,c45c266c-e85e-4a78-9013-2340de8730db,FALSE,Non-Critical,5ef5ce8d-f4ed-4005-a88f-0cd936494235,70,0.932483916,Privilege Escalation,,FALSE
570,Ransomware,Allowed,Critical,TRUE,,Desktop,Web Browser,,Internal,FTP,a9498199ae834c4af40a3b4984dd33d605d8a4a9,3f4b979b-f0cb-44d8-b2da-10a9a1afe7a6,FALSE,Non-Critical,7c49baaf-1950-49f0-8c3a-ba716ba98ef4,28,0.4763681548623161,Privilege Escalation,,FALSE
571,DDoS,Blocked,Low,TRUE,,Server,SSH,,Internal,FTP,0cc599a517185bfa51dd39f174d2d3b38574813a,4a5a2cda-8081-4e29-bcfe-77f21d17668c,FALSE,Important,a6d4cac2-718c-4e0c-a074-20c89f7a1e9f,62,0.23048833176819683,Persistence,,FALSE
572,None,Allowed,Low,TRUE,,Mobile Device,Mail,,External,HTTP,7f0036202bb58e912a463a199bb2bf6cedc2242f,32b30a1a-e3ae-4380-bbcf-d94fdcb18cdd,TRUE,Important,72cb3f08-ce0f-4f02-91bb-1f8d9ec62e72,43,0.8918851775939993,Execution,Azure,FALSE
573,Ransomware,Blocked,Critical,FALSE,,Server,Database,,Internal,FTP,17c9926aac2c84e73efc4d5e8f3f21e94276c67e,1396477f-5738-4f9b-a636-1a37dd9cc3d7,TRUE,Non-Critical,cc4c7d56-af4e-4182-8ee2-7b6547bad1b2,126,0.4366502895175498,Persistence,Azure,FALSE
574,DDoS,Allowed,High,FALSE,,Desktop,FTP,,Internal,HTTP,7ede632bd5ddbf5a33671bd03cf8b8280955fc4a,75dfe0b4-4335-4906-b199-08d33124f697,TRUE,Important,e20288c6-6473-41f9-a78f-da3157164ed9,121,0.9606550784727631,Execution,,TRUE
575,DDoS,Allowed,High,FALSE,,Router,FTP,,External,SSH,d223df93761ed2b11416d4cdb777d5eb6a65d0f3,704caf5e-d955-45fe-808c-4f134d939bc7,TRUE,Non-Critical,aa52f490-9295-42ee-9f91-4da3bedf5070,51,0.8459025475106634,Privilege Escalation,AWS,FALSE
576,DDoS,Allowed,High,TRUE,,Mobile Device,Mail,,Internal,FTP,d601d9e3ca841a4e52698f75c964e2e432a35eaa,477ffdc8-de75-4617-8248-79017425e28c,TRUE,Non-Critical,d7f7d4d1-9377-400c-9153-61bc7f65f621,18,0.23181563520290038,Initial Access,AWS,TRUE
577,None,Blocked,Low,FALSE,,IoT Device,SSH,,External,HTTPS,03f353af78e2766e9156267c7e83ab873a1d64e3,28f314b5-bdfb-436a-adf1-7cb718793b42,TRUE,Non-Critical,1e44b874-7658-4971-9d3c-ea74f41daa93,48,0.2456465422131744,Initial Access,GCP,FALSE
578,Ransomware,Blocked,Critical,TRUE,,Unknown,Web Browser,,External,HTTP,11f728dada136ef3eeda14499e0d4e5a935bd190,0df44bee-9a62-4c17-ad22-7e5be5fabf60,TRUE,Non-Critical,aceb61ee-5804-42a3-a18b-053a0b2cda5c,11,0.067074031,Privilege Escalation,Azure,TRUE
579,Exploit,Allowed,Medium,FALSE,,Mobile Device,Web Browser,,External,SSH,5933e2e7bcba153707fd9027e05f7af94e826893,1e4c761c-b07e-414d-bcbb-dfb783316c96,TRUE,Non-Critical,601ed8bc-5a52-4a45-b799-f1d1580e26de,95,0.8419460154953761,Initial Access,AWS,FALSE
580,Ransomware,Blocked,Medium,TRUE,,Mobile Device,Mail,,Internal,FTP,bb1d65b4ecee2a02e2f9580cda0fdded6c6d0f7f,0f010835-1bcb-406a-a0c7-0187e7f8964e,FALSE,Important,753336a1-61c8-4aad-85fc-76429bf53f97,120,0.7128902782887571,Persistence,GCP,TRUE
581,Malware,Allowed,High,FALSE,,Server,Mail,,External,SSH,2fcb09738d5da46a93845d388306183198321080,77592216-02d8-420e-b6b7-e6d6db2c69f3,FALSE,Important,5328abfb-5424-43e5-9c21-885b16979c32,50,0.31034177483607295,Execution,,TRUE
582,Exploit,Allowed,High,FALSE,,Server,Database,,External,HTTPS,086010906b48e4eee2f418708b399a500999dc8d,cf730b6f-6127-40d9-8ebd-699a8513f9f6,FALSE,Important,f5c990ff-f471-4334-a207-31cd704d1a61,111,0.7636396476177248,Initial Access,,TRUE
583,Ransomware,Blocked,Low,TRUE,,Desktop,Web Browser,,External,HTTP,13a1864b968614525d27daf9d7fc879bed4db00f,6029aa94-20e9-4ac3-a05b-2581d53730d0,TRUE,Important,73caaadb-69d5-4358-93b4-532d6b955110,50,0.417589052,Execution,,FALSE
584,Malware,Allowed,High,FALSE,,Router,SSH,,Internal,FTP,2246eafc50cfceb7d2cb55550bdf09fabcb3e8ae,1c604df9-a1b8-4b32-acf4-20f9cb90ddf5,FALSE,Non-Critical,46fc80dd-ddbb-4273-9e18-c7690b0616f5,40,0.6677518612292206,Persistence,AWS,TRUE
585,Malware,Blocked,Medium,TRUE,,Mobile Device,Mail,,External,SSH,70662b1342a6dc791cb1091bede81612d790f055,a044ab4b-1419-4523-ab09-42e34502ec4b,TRUE,Non-Critical,d676902c-7a92-4355-a822-43c891f6c721,93,0.4126450251230863,Privilege Escalation,Azure,FALSE
586,DDoS,Allowed,Critical,TRUE,,Desktop,SSH,,External,FTP,5de74b54e8218e198f7ad91dd603203a98be3bad,990815f2-03b3-4006-9d53-57d5e4291fb7,FALSE,Critical,2a18b423-e953-489a-9e94-091a22324b1d,125,0.8791058435872087,Privilege Escalation,,FALSE
587,Malware,Blocked,Low,TRUE,,Mobile Device,Database,,Internal,HTTP,7dcd56ae5859612c22494ad92d29fead8302c3ec,b7ec5aff-c2c1-42df-ba15-0fb7b4968c7a,FALSE,Critical,15a5acdb-fb1b-4e1b-ac24-89958b397460,39,0.9918372709405258,Initial Access,Azure,FALSE
588,Malware,Blocked,Medium,TRUE,,Router,Mail,,External,HTTP,926c05b328c9480ab29abd25b1c85ef8cda44f89,a14f9ed1-ecc0-40be-91f0-b941f84d6c28,FALSE,Non-Critical,69335cc2-dbc1-4e9c-8311-86ae1fbf8929,75,0.615435085,Initial Access,Azure,FALSE
589,Ransomware,Allowed,Medium,FALSE,,Router,SSH,,Internal,FTP,7a1eb38886cbe42fb5dc7af3c82d60e6adb51258,fa89aa1d-c92d-43b0-bda0-9e9569798dbb,FALSE,Non-Critical,4022f7b3-e684-4e9d-8610-1f868a4f2ac9,103,0.4179695979279716,Execution,GCP,FALSE
590,DDoS,Blocked,High,FALSE,,Unknown,SSH,,External,HTTP,4f289c0beda7544881878e93fd46b4f1fbea976e,8d980816-2582-44c3-bd7a-13c90e62119d,FALSE,Important,d056f7bd-0789-46ca-9de5-5bb982f7cc8a,105,0.12261850334609492,Persistence,GCP,TRUE
591,Insider Threat,Allowed,High,FALSE,,Mobile Device,SSH,,Internal,HTTPS,06e6367a3e26a7cb37c2c9f3e519b093670c7a7e,1ce961eb-f110-4861-8bc9-f592a4336476,FALSE,Non-Critical,68802f36-6d17-4023-94c8-3324b4e98fbc,48,0.007438703,Execution,,FALSE
592,Malware,Blocked,High,FALSE,,IoT Device,SSH,,Internal,FTP,613f06406198baba0157559bf788de5c443abb24,7bd27d77-7f47-45de-93dc-4c16c8a60264,TRUE,Critical,f2e3abeb-9857-4b04-90b7-e2f8f4f29fea,124,0.7715680288100543,Execution,GCP,TRUE
593,Insider Threat,Allowed,Critical,TRUE,,Desktop,SSH,,External,SSH,efe25d7b728a39c7fb52c695a75504bee4c5523d,1f54e4b5-a465-4f1c-9dc3-05623f6f10f4,FALSE,Non-Critical,d7c515ba-0d7b-4b99-bf44-8ebbd867a30f,17,0.47451756767595377,Privilege Escalation,AWS,FALSE
594,Exploit,Blocked,Low,TRUE,,Router,FTP,,Internal,FTP,a9485e55ae24e75da2eaf15643047fa1adf51be0,dfecefb2-04da-4c57-8bd8-3b3f6f3f150e,TRUE,Important,fd48fe8d-de7e-45a1-a1ec-008e08b1cb7e,13,0.9586374467321165,Persistence,AWS,FALSE
595,Exploit,Blocked,Low,FALSE,,Server,SSH,,External,HTTP,39e0cc51081a0d5021efb3e85ae787705e7bdbdc,bfd20eee-9e50-46a4-9350-d842b9ebf621,FALSE,Critical,470e8384-f130-467c-800a-d08923890c94,26,0.12987747737081323,Persistence,,TRUE
596,DDoS,Blocked,Low,TRUE,,Server,SSH,,External,SSH,211311983e56b134195d8a2b2dc465ffaffd727b,03192638-553d-46fe-bb34-c8573892ed5c,TRUE,Important,5d64bcdc-f9ab-4d53-b978-31c44e4f8209,87,0.12143904343592427,Privilege Escalation,Azure,TRUE
597,DDoS,Blocked,High,TRUE,,IoT Device,Unknown,,External,HTTPS,97717205404abc2cd9a4e2b44fb0cc99c9b793b1,175cb3d8-39af-47d0-a570-3fefda750eb5,FALSE,Non-Critical,e7bfdf1d-baed-450c-b792-7a8f454acf93,90,0.029789108,Privilege Escalation,AWS,FALSE
598,Ransomware,Allowed,High,TRUE,,Server,Web Browser,,Internal,FTP,626509338d9b9c4bb39eb361572c9cd73518fb7c,4f529f0f-f4da-4001-a893-d08762518bd4,TRUE,Critical,87a39bb9-e597-4dbe-84a6-c2567650116b,91,0.01712133,Persistence,Azure,FALSE
599,Malware,Blocked,High,TRUE,,Desktop,Database,,Internal,FTP,cb22fc3a2d026cf3d0b57988ede0bed1b5699c7b,2cbcc5cc-ab6b-4f26-8cae-32112f4336b2,FALSE,Critical,016b6985-ae02-4fb8-930f-0abe48f678cf,28,0.054913006,Persistence,Azure,TRUE
600,Malware,Blocked,High,FALSE,,Mobile Device,Unknown,,External,SSH,1dc2114d88b87699912e99c86baecc48faf5c548,6271436d-24a2-40aa-a779-ef8433858773,TRUE,Non-Critical,54950f26-38d9-461a-baa3-be10f4c07110,26,0.3625321620209081,Initial Access,,FALSE
601,Malware,Allowed,Low,FALSE,,Router,Web Browser,,Internal,FTP,3b7861f493c37c0f23fa3b336c0a164b989a7bc7,795275a1-4a63-435c-9589-44573d948049,FALSE,Non-Critical,4c20a020-11a5-4d31-9e9a-99b73d118316,14,0.13689163378438018,Initial Access,,TRUE
602,DDoS,Blocked,Low,FALSE,,Mobile Device,Unknown,,External,HTTP,e3767c5c961af894f01aed35391eda29bc8a1be9,ed04f3ff-2568-4d8b-a4b9-1b136626abd5,TRUE,Non-Critical,810dae5d-8286-430a-b084-0309603d7b1f,62,0.9896468476050383,Initial Access,Azure,FALSE
603,Exploit,Allowed,High,FALSE,,Mobile Device,Database,,External,FTP,535d6788beb1b8d96238501cc73aeb9d6012ee78,51fae7d3-822f-4120-99f8-7367354e5174,FALSE,Important,f5c2cb5a-9334-4c47-a012-61d862effd3c,128,0.00145264,Initial Access,Azure,FALSE
604,DDoS,Blocked,Low,FALSE,,Mobile Device,FTP,,Internal,SSH,cd6614fd093c06f1b586164be6cbc7d92a1488bf,00997ac7-06a4-4b7b-9f37-79c6efbc0121,TRUE,Non-Critical,ee02f46b-18fb-4f76-abad-cd7a7cc4a800,1,0.6518529967233908,Initial Access,Azure,TRUE
605,Insider Threat,Blocked,Medium,TRUE,,Router,SSH,,External,FTP,60c1d08d84e552c84e77cb718ed7e776aa77811c,2075686c-db3e-4d9b-abae-953806a565cf,TRUE,Important,ca85f432-92cc-466a-819c-ac792889fe12,126,0.9491430094383466,Privilege Escalation,GCP,TRUE
606,Phishing,Blocked,High,FALSE,,Mobile Device,Mail,,External,HTTPS,45b9288e807eaf7ffde0e33c5b3f7bcb64a66261,ce1765b7-075e-475d-98f3-0579db652db1,FALSE,Non-Critical,9c546505-970a-4fde-88aa-dc5d246ac424,17,0.5864844505073804,Persistence,Azure,FALSE
607,None,Blocked,Critical,FALSE,,Mobile Device,Database,,External,SSH,88f288dcb9683fb08529f713bf7cb4e08e61ec4d,8aefb295-6092-4599-baab-cadb3f84e9b8,TRUE,Important,4c53c44a-4cec-4e7a-b099-91c3e74322f6,95,0.5220282320291636,Initial Access,Azure,FALSE
608,DDoS,Blocked,High,FALSE,,IoT Device,SSH,,External,HTTPS,e730fb62ad4898c807db359040dc3a84822637cc,e4e49d85-3ed2-43cf-9376-7f367bb2bcb3,FALSE,Critical,a24f8c74-8af8-4016-846d-0fabea02cfa3,48,0.10846623579128778,Persistence,GCP,FALSE
609,DDoS,Allowed,Low,FALSE,,Desktop,Mail,,External,SSH,2bda8bb3d545762f35030ff465288f445a093316,40f40cc0-8e35-4f84-8fc3-6230ac51450c,FALSE,Important,4b54c848-3885-4a3a-adaf-4b2647f4111f,59,0.4308231916837527,Initial Access,AWS,TRUE
610,Insider Threat,Blocked,Medium,FALSE,,Server,Web Browser,,Internal,HTTPS,9451dce9d18e0e8e458913bfa53eec7ae992306c,5ad880d7-6a0f-454d-8317-5953f44c7dd0,TRUE,Non-Critical,50fe81ed-3312-4c09-bf3c-92a9ed1ca2de,105,0.120277464,Persistence,Azure,FALSE
611,Exploit,Blocked,Low,FALSE,,Mobile Device,Mail,,Internal,HTTP,d9fac2de4bf6fa2f2e71f5197bcb6177624e11b0,b3473224-4435-49a6-afec-25e9abc8a18d,TRUE,Critical,33145739-a7bd-4289-9dfa-0efefbd507a0,59,0.9248110620355218,Persistence,AWS,TRUE
612,DDoS,Blocked,Medium,TRUE,,Mobile Device,FTP,,External,HTTPS,7c546c66c3ebecc32351843a2b9f5fbe70d50c13,3b454489-97ef-4a79-a44c-8a7dd3ca1245,FALSE,Important,1d024345-5b44-48e3-92c5-3ea2f610d5ff,16,0.6616612706293687,Execution,,TRUE
613,Phishing,Blocked,Medium,FALSE,,Server,Web Browser,,External,HTTPS,e69e6ac11a5a80a898ea6480959cb5d12b8ec545,5646ed94-c8ae-44cb-8971-32568014c598,TRUE,Critical,74b0cd52-4b18-41c5-ab86-bdab5e6eafac,40,0.41505283943146254,Privilege Escalation,,TRUE
614,Exploit,Allowed,High,FALSE,,Desktop,Database,,External,HTTP,23fb74bfb4e3fb1e1bab4bf835c4e5b8b4270d29,6df66b33-393b-486e-a848-2c51a68e3d37,TRUE,Critical,debfb244-d97a-4c27-969f-d0a3693b4145,104,0.29553421866540697,Privilege Escalation,Azure,TRUE
615,None,Blocked,Medium,TRUE,,IoT Device,Database,,External,FTP,5c4f986de21064c3d2c8d5ec1234f1133eab5e83,fc369ed3-4c6c-4314-b04a-6acfff965807,TRUE,Non-Critical,1118a44a-b1fb-4dbd-8ab4-8b8aa258bc29,22,0.3391119578858902,Initial Access,GCP,FALSE
616,Malware,Allowed,Low,FALSE,,Router,FTP,,Internal,HTTPS,ad76c69627c7471462b6741ace671139426a4156,53c81002-6c88-43e7-8c76-6fd37f158662,FALSE,Critical,9e97a5cd-6b30-4143-b148-551b4cfdad18,9,0.7654794455433608,Initial Access,,TRUE
617,None,Blocked,Medium,FALSE,,Desktop,Mail,,External,HTTP,e4653f78b889ef489b6bf4f3a29b1a24caed8093,8bbe69a0-8ce8-4441-9319-9ac43cd18ee0,FALSE,Important,6ffdbd98-f18f-4532-8a9f-057dc0713dbd,67,0.1592744520682129,Execution,,FALSE
618,Exploit,Allowed,Critical,TRUE,,Server,Database,,External,HTTPS,7edc9f7b2f7799d813a51f02c9bf34625077d2ff,5195b29f-d077-4f60-b451-23551ec6413a,TRUE,Non-Critical,83cf6729-25c5-4af3-a698-e708030b5bda,67,0.8857927713216307,Privilege Escalation,Azure,FALSE
619,Phishing,Allowed,Low,FALSE,,Desktop,FTP,,Internal,SSH,aaab3f6cb73be0ff01937b478620dd5ec7412b49,d2902a58-2670-423a-9d9d-dc16f44a7d21,TRUE,Non-Critical,3f87a1a4-d3c6-444d-a2b7-9184f27bfacd,11,0.6250169088674279,Initial Access,GCP,FALSE
620,Phishing,Blocked,Low,FALSE,,Desktop,Database,,External,SSH,360fd8de8cc84232a49c900386a40480b96d3bd9,1ec1ec0c-54d1-459c-a499-7eee9c944f3d,TRUE,Important,973f925a-f289-41a0-adc8-e790a817937a,67,0.9621520478795897,Execution,AWS,FALSE
621,Insider Threat,Blocked,High,FALSE,,Desktop,FTP,,External,HTTPS,7efe0f7c8e5e0873cd345eb16e4acc9fafe4dd2e,03117b0b-2a69-4c31-b858-4d7404ef3134,TRUE,Important,01be6ba7-07a5-42f7-899f-e6003a69e2a2,34,0.36825651468522447,Privilege Escalation,AWS,TRUE
622,Ransomware,Blocked,High,FALSE,,IoT Device,Unknown,,External,FTP,b2c79a1f97f08b1f1c2ad6416022f4507cae8afe,579ea41d-2ea4-4c50-9cec-fba406052915,FALSE,Critical,adfb6e85-6c78-43b3-85bc-83ddbdf52c91,6,0.668664374,Privilege Escalation,Azure,FALSE
623,Ransomware,Blocked,High,TRUE,,Desktop,Unknown,,External,FTP,1d9d9c20c137fdba2dccb2fc0373b2d0dc5db952,e30b34de-5b69-4897-b73c-ff9eb17e93e0,FALSE,Critical,a670ebc3-7044-4332-9d83-6ebe91730c6b,53,0.9164859072575976,Execution,,FALSE
624,Insider Threat,Blocked,Low,TRUE,,Mobile Device,Database,,External,HTTP,8401c4d1f37f2dd9f2649eaf8baf92397535a760,13ff6177-5256-419d-b0fe-54d66ece1e36,TRUE,Important,32aca850-a262-4207-abe4-1c0e077bd5bb,56,0.134706962,Persistence,,TRUE
625,None,Blocked,Low,TRUE,,Mobile Device,Web Browser,,External,SSH,5e54524ae900fe2d371ac7ef46c76f06b5836eff,87de7345-d3bd-4dc4-b61d-aff85c4df861,TRUE,Important,cbda28d1-d89c-45c4-93bd-148301a4c8c9,107,0.11201462559208597,Execution,GCP,TRUE
626,Phishing,Allowed,Medium,TRUE,,Server,SSH,,External,HTTPS,feaf9ac06139560f26bd24f598ba58bbab8a2d7b,a1ca1e99-93c8-4a9a-8e2d-339844c3fef2,TRUE,Non-Critical,f64b80fb-2a42-494a-a346-c3b3b9cf6bb0,74,0.10885613813422113,Persistence,GCP,TRUE
627,DDoS,Allowed,High,FALSE,,Desktop,Mail,,External,HTTP,c88f0ca4b05b46c002690bf2003673d89e750c3f,d80c9b49-c374-4483-a4ac-06f1e3ca8ac6,TRUE,Important,5deb9173-d4b9-4004-aeac-aae7439a596e,10,0.6954170819075083,Persistence,AWS,TRUE
628,Malware,Blocked,Critical,TRUE,,Server,FTP,,External,FTP,0c1f4a81f426dfcc817cf6377bc043e1e7194e72,062c81fd-40bb-43a3-adfb-7bd0fd821576,TRUE,Important,af138079-951f-4508-bf9e-a6c6dc9b6752,100,0.3978303140740066,Initial Access,,TRUE
629,None,Allowed,Medium,FALSE,,IoT Device,Web Browser,,Internal,HTTPS,9bd0bc2b2327506018236ecb62c487a9c9414dbd,353deb0f-b292-42be-afc7-978465d0d75a,FALSE,Important,e596201c-000d-43dc-afff-c45ab9c88783,37,0.6211786658380821,Persistence,Azure,FALSE
630,Malware,Blocked,Medium,FALSE,,IoT Device,Unknown,,External,FTP,221faec426d98941e637c0cd6dbd53128994e01b,b777f780-8794-47cc-b77d-ee060f6de459,TRUE,Critical,1e083d22-2ead-402c-836a-c115fd5d2d5b,95,0.45153388895919744,Initial Access,Azure,TRUE
631,None,Allowed,Critical,FALSE,,IoT Device,Unknown,,Internal,FTP,bf0b64982298fe43013aca79260419eae2ab8792,107065af-1759-4303-af73-af95d8ef0685,TRUE,Non-Critical,0a16cd25-2c08-4643-9273-ab6139c7de88,76,0.14518104892421213,Persistence,AWS,FALSE
632,DDoS,Blocked,High,TRUE,,Router,Mail,,External,HTTPS,d25dab4b25e14273ba77f8b505d85c6409213c5e,8862cd1f-097b-4db9-a75b-ce25615ba6f5,FALSE,Non-Critical,37028465-5fc4-4272-be1d-9ebd353a9399,6,0.9900226485573391,Privilege Escalation,,TRUE
